,Facility Name,City,Country,IATA_Code,ICAO_Code,Lat,Lng,Alt(Feet),Hours__from UTC,TimeZone,Type
2021,Ras Tanura Airport,Ras Tanura,Saudi Arabia,\N,OERT,26.72310066,50.03079987,6,3,Asia/Riyadh,airport
2022,Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.46689987,47.12139893,2363,3,Asia/Riyadh,airport
2023,Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,20.464700699999998,45.61959839,2021,3,Asia/Riyadh,airport
2024,Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.3654,36.6189,2551,3,Asia/Riyadh,airport
2025,Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442,4848,3,Asia/Riyadh,airport
2026,Thumamah Airport,Thumamah,Saudi Arabia,\N,OETH,25.21299934,46.64099884,1870,3,Asia/Riyadh,airport
2027,Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,\N,OETN,27.86779976,48.76910019,30,3,Asia/Riyadh,airport
2028,Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,31.692188,38.731544,2803,3,Asia/Riyadh,airport
2029,Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,26.19860077,36.47639847,66,3,Asia/Riyadh,airport
2030,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,24.144199,38.0634,26,3,Asia/Riyadh,airport
2031,Abadan Airport,Abadan,Iran,ABD,OIAA,30.37109947,48.22829819,10,3.5,Asia/Tehran,airport
2032,Dezful Airport,Dezful,Iran,\N,OIAD,32.434399,48.397597999999995,474,3.5,Asia/Tehran,airport
2033,Aghajari Airport,Aghajari,Iran,\N,OIAG,30.7444,49.6772,88,3.5,Asia/Tehran,airport
2034,Gachsaran Airport,Gachsaran,Iran,\N,OIAH,30.33760071,50.82799912,2414,3.5,Asia/Tehran,airport
2035,Shahid Asyaee Airport,Masjed Soleiman,Iran,QMJ,OIAI,32.00239944,49.270401,1206,3.5,Asia/Tehran,airport
2036,Omidiyeh Airport,Omidyeh,Iran,\N,OIAJ,30.83519936,49.53490067,85,3.5,Asia/Tehran,airport
2037,Mahshahr Airport,Bandar Mahshahr,Iran,MRX,OIAM,30.55620003,49.15190125,8,3.5,Asia/Tehran,airport
2038,Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.33740044,48.76200104,66,3.5,Asia/Tehran,airport
2039,Abumusa Island Airport,Abumusa I.,Iran,\N,OIBA,25.8757,55.03300095,23,3.5,Asia/Tehran,airport
2040,Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.94479942,50.83459854,68,3.5,Asia/Tehran,airport
2041,Bastak Airport,Bastak,Iran,\N,OIBH,27.21269989,54.3185997,1350,3.5,Asia/Tehran,airport
2042,Asaloyeh Airport,Golbandi,Iran,\N,OIBI,27.4814,52.615501,15,3.5,Asia/Tehran,airport
2043,Kish International Airport,Kish Island,Iran,KIH,OIBK,26.52619934,53.98020172,101,3.5,Asia/Tehran,airport
2044,Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.53199959,54.82479858,67,3.5,Asia/Tehran,airport
2045,Khark Island Airport,Khark Island,Iran,\N,OIBQ,29.26029968,50.32389832,17,3.5,Asia/Tehran,airport
2046,Sirri Island Airport,Siri Island,Iran,\N,OIBS,25.90889931,54.53939819,43,3.5,Asia/Tehran,airport
2047,Lavan Island Airport,Lavan Island,Iran,\N,OIBV,26.81030083,53.35630035,76,3.5,Asia/Tehran,airport
2048,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.34590149,47.15810013,4307,3.5,Asia/Tehran,airport
2049,Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.245899200000004,47.00920105,4522,3.5,Asia/Tehran,airport
2050,Hesa Airport,Daran,Iran,\N,OIFE,32.92890167,51.56110001,5256,3.5,Asia/Tehran,airport
2051,Shahid Vatan Pour Air Base,Esfahan,Iran,\N,OIFH,32.56700134,51.691600799999996,5310,3.5,Asia/Tehran,airport
2052,Kashan Airport,Kashan,Iran,\N,OIFK,33.89530182,51.57699966,3465,3.5,Asia/Tehran,airport
2053,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,OIFM,32.75080109,51.86130142,5059,3.5,Asia/Tehran,airport
2054,Badr Air Base,Sepah,Iran,\N,OIFP,32.62110138,51.6969986,5242,3.5,Asia/Tehran,airport
2055,Sardar-e-Jangal Airport,Rasht,Iran,RAS,OIGG,37.323333,49.617778,-40,3.5,Asia/Tehran,airport
2056,Arak Airport,Arak,Iran,\N,OIHR,34.13809967,49.84730148,5440,3.5,Asia/Tehran,airport
2057,Ghazvin Azadi Airport,Abe-ali,Iran,\N,OIIA,35.95209885,50.45080185,3769,3.5,Asia/Tehran,airport
2058,Kushke Nosrat Airport,Kushke Nosrat,Iran,\N,OIIC,34.98400116,50.80619812,3008,3.5,Asia/Tehran,airport
2059,Doshan Tappeh Air Base,Teheran,Iran,\N,OIID,35.70299911,51.47510147,4046,3.5,Asia/Tehran,airport
2060,Ghale Morghi Airport,Teheran,Iran,\N,OIIG,35.64479828,51.38069916,3627,3.5,Asia/Tehran,airport
2061,Mehrabad International Airport,Teheran,Iran,THR,OIII,35.68920135,51.31340027,3962,3.5,Asia/Tehran,airport
2062,Qazvin Airport,Ghazvin,Iran,\N,OIIK,36.240101,50.0471,4184,3.5,Asia/Tehran,airport
2063,Naja Airport,Khoram Dareh,Iran,\N,OIIM,35.77629852,50.88100052,4040,3.5,Asia/Tehran,airport
2064,Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.21829987,56.37779999,22,3.5,Asia/Tehran,airport
2065,Jiroft Airport,Jiroft,Iran,\N,OIKJ,28.726900099999998,57.67029953,2663,3.5,Asia/Tehran,airport
2066,Kerman Airport,Kerman,Iran,KER,OIKK,30.27440071,56.9510994,5741,3.5,Asia/Tehran,airport
2067,Havadarya Airport,Bandar Abbas,Iran,\N,OIKP,27.158300399999995,56.17250061,19,3.5,Asia/Tehran,airport
2068,Dayrestan Airport,Gheshm I.,Iran,\N,OIKQ,26.75460052,55.90240097,45,3.5,Asia/Tehran,airport
2069,Sirjan Airport,Sirjan,Iran,\N,OIKY,29.55089951,55.67269897,5846,3.5,Asia/Tehran,airport
2070,Birjand Airport,Birjand,Iran,XBJ,OIMB,32.89810181,59.26610184,4952,3.5,Asia/Tehran,airport
2071,Sarakhs Airport,Sarakhs,Iran,\N,OIMC,36.50120163,61.06489944,945,3.5,Asia/Tehran,airport
2072,Shahroud Airport,Emam Shahr,Iran,\N,OIMJ,36.4253006,55.10419846,4215,3.5,Asia/Tehran,airport
2073,Tabas Airport,Tabas,Iran,\N,OIMT,33.667800899999996,56.8927002,2312,3.5,Asia/Tehran,airport
2074,Kalaleh Airport,Kalaleh,Iran,\N,OINE,37.38330078,55.45199966,425,3.5,Asia/Tehran,airport
2075,Ramsar Airport,Ramsar,Iran,RZR,OINR,36.90990067,50.67959976,-70,3.5,Asia/Tehran,airport
2076,Fasa Airport,Fasa,Iran,\N,OISF,28.89179993,53.72330093,4261,3.5,Asia/Tehran,airport
2077,Jahrom Airport,Jahrom,Iran,\N,OISJ,28.58670044,53.57910156,3358,3.5,Asia/Tehran,airport
2078,Lamerd Airport,Lamerd,Iran,\N,OISR,27.37269974,53.18880081,1337,3.5,Asia/Tehran,airport
2079,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.53919983,52.58980179,4920,3.5,Asia/Tehran,airport
2080,Khoy Airport,Khoy,Iran,\N,OITK,38.42750168,44.97359848,3981,3.5,Asia/Tehran,airport
2081,Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.13389969,46.23500061,4459,3.5,Asia/Tehran,airport
2082,Zanjan Airport,Zanjan,Iran,\N,OITZ,36.77370071,48.35940170000001,5382,3.5,Asia/Tehran,airport
2083,Shahid Sadooghi Airport,Yazd,Iran,AZD,OIYY,31.904899600000004,54.2765007,4054,3.5,Asia/Tehran,airport
2084,Zabol Airport,Zabol,Iran,ACZ,OIZB,31.09830093,61.54389954,1628,3.5,Asia/Tehran,airport
2085,Konarak Airport,Chah Bahar,Iran,ZBR,OIZC,25.44330025,60.38209915,43,3.5,Asia/Tehran,airport
2086,Zahedan International Airport,Zahedan,Iran,ZAH,OIZH,29.47570038,60.90620041,4564,3.5,Asia/Tehran,airport
2087,Iran Shahr Airport,Iran Shahr,Iran,\N,OIZI,27.23609924,60.72000122,2040,3.5,Asia/Tehran,airport
2088,Saravan Airport,Saravan,Iran,\N,OIZS,27.41930008,62.31579971,3930,3.5,Asia/Tehran,airport
2089,Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.72260094,35.99319839,2395,2,Asia/Amman,airport
2090,Amman-Marka International Airport,Amman,Jordan,ADJ,OJAM,31.97270012,35.99160004,2555,2,Asia/Amman,airport
2091,Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.61160088,35.01810074,175,2,Asia/Amman,airport
2092,Prince Hassan Air Base,Hotel Four,Jordan,\N,OJHF,32.160702,37.149399,2220,2,Asia/Amman,airport
2093,Jerusalem Airport,Jerusalem,West Bank,\N,OJJR,31.86470032,35.21920013,2485,2,Asia/Jerusalem,airport
2094,King Hussein Air College,Mafraq,Jordan,OMF,OJMF,32.3564,36.259201000000004,2240,2,Asia/Amman,airport
2095,Kuwait International Airport,Kuwait,Kuwait,KWI,OKBK,29.22660065,47.96889877,206,3,Asia/Kuwait,airport
2096,Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.82089996,35.48839951,87,2,Asia/Beirut,airport
2097,Rene Mouawad Air Base,Kleiat,Lebanon,\N,OLKA,34.58929825,36.01129913,75,2,Asia/Beirut,airport
2098,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.43300056,54.65110016,88,4,Asia/Dubai,airport
2099,Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.42830086,54.45809937,16,4,Asia/Dubai,airport
2100,Al Hamra Aux Airport,Al Hamra,United Arab Emirates,\N,OMAH,24.073999399999998,52.46360016,50,4,Asia/Dubai,airport
2101,Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,\N,OMAJ,24.18740082,52.61399841,43,4,Asia/Dubai,airport
2102,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,\N,OMAM,24.24819946,54.54769897,77,4,Asia/Dubai,airport
2103,Arzanah Airport,Arzana,United Arab Emirates,\N,OMAR,24.78050041,52.55989838,15,4,Asia/Dubai,airport
2104,Das Island Airport,Das Island,United Arab Emirates,\N,OMAS,25.14620018,52.87369919,12,4,Asia/Dubai,airport
2105,Zirku Airport,Zirku,United Arab Emirates,\N,OMAZ,24.86249161,53.07714081,14,4,Asia/Dubai,airport
2106,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.25279999,55.36439896,62,4,Asia/Dubai,airport
2107,Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,OMFJ,25.11219978,56.32400131,152,4,Asia/Dubai,airport
2108,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.613500600000002,55.93880081,102,4,Asia/Dubai,airport
2109,Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.32859993,55.51720047,111,4,Asia/Dubai,airport
2110,Khasab Air Base,Khasab,Oman,KHS,OOKB,26.17099953,56.24060059,100,4,Asia/Muscat,airport
2111,Masirah Air Base,Masirah,Oman,MSH,OOMA,20.67539978,58.89049911,64,4,Asia/Muscat,airport
2112,Muscat International Airport,Muscat,Oman,MCT,OOMS,23.59329987,58.28440094,48,4,Asia/Muscat,airport
2113,Salalah Airport,Salalah,Oman,SLL,OOSA,17.038700100000003,54.09130096,73,4,Asia/Muscat,airport
2114,Thumrait Air Base,Thumrait,Oman,TTH,OOTH,17.66600037,54.02460098,1570,4,Asia/Muscat,airport
2115,Bhagatanwala Airport,Bhagtanwala,Pakistan,\N,OPBG,32.05609894,72.9484024,600,5,Asia/Karachi,airport
2116,Faisalabad International Airport,Faisalabad,Pakistan,LYP,OPFA,31.36499977,72.99479675,591,5,Asia/Karachi,airport
2117,Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,25.23329926,62.32949829,36,5,Asia/Karachi,airport
2118,Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,35.91880035,74.33360291,4796,5,Asia/Karachi,airport
2119,Shahbaz Air Base,Jacobsbad,Pakistan,\N,OPJA,28.28420067,68.4496994,185,5,Asia/Karachi,airport
2120,Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,24.9065,67.160797,100,5,Asia/Karachi,airport
2121,Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.52160072,74.4036026,712,5,Asia/Karachi,airport
2122,Walton Airport,Lahore,Pakistan,\N,OPLH,31.49480057,74.34619904,679,5,Asia/Karachi,airport
2123,Mangla Airport,Mangla,Pakistan,\N,OPMA,33.05009842,73.63839722,902,5,Asia/Karachi,airport
2124,Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,OPMF,34.33900070000001,73.50859833,2691,5,Asia/Karachi,airport
2125,Mianwali Air Base,Mianwali,Pakistan,\N,OPMI,32.56309891,71.57070159999999,690,5,Asia/Karachi,airport
2126,Moenjodaro Airport,Moenjodaro,Pakistan,MJD,OPMJ,27.33519936,68.14309692,154,5,Asia/Karachi,airport
2127,Masroor Air Base,Karachi,Pakistan,\N,OPMR,24.89360046,66.938797,35,5,Asia/Karachi,airport
2128,Multan International Airport,Multan,Pakistan,MUX,OPMT,30.20319939,71.41909790000001,403,5,Asia/Karachi,airport
2129,Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,26.2194,68.39009899999999,95,5,Asia/Karachi,airport
2130,Okara Cantonment Airstrip,Okara,Pakistan,\N,OPOK,30.74099922,73.35769653,568,5,Asia/Karachi,airport
2131,Panjgur Airport,Panjgur,Pakistan,PJG,OPPG,26.9545002,64.13249969,3289,5,Asia/Karachi,airport
2132,Pasni Airport,Pasni,Pakistan,PSI,OPPI,25.29050064,63.34510039999999,33,5,Asia/Karachi,airport
2133,Peshawar International Airport,Peshawar,Pakistan,PEW,OPPS,33.9939003,71.51460266,1158,5,Asia/Karachi,airport
2134,Qasim Airport,Qasim,Pakistan,\N,OPQS,33.56019974,73.03320313,1581,5,Asia/Karachi,airport
2135,Quetta International Airport,Quetta,Pakistan,UET,OPQT,30.25139999,66.93779755,5267,5,Asia/Karachi,airport
2136,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,28.38389969,70.27960205,271,5,Asia/Karachi,airport
2137,Benazir Bhutto International Airport,Islamabad,Pakistan,ISB,OPRN,33.61669922,73.09919739,1668,5,Asia/Karachi,airport
2138,Risalpur Air Base,Risalpur,Pakistan,\N,OPRS,34.08110046,71.97260284,1050,5,Asia/Karachi,airport
2139,Rawalakot Airport,Rawala Kot,Pakistan,RAZ,OPRT,33.84970093,73.79810333,5479,5,Asia/Karachi,airport
2140,Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.72200012,68.79170227,196,5,Asia/Karachi,airport
2141,Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,34.81359863,72.35279846,3183,5,Asia/Karachi,airport
2142,Sui Airport,Sui,Pakistan,SUL,OPSU,28.64509964,69.17690277,763,5,Asia/Karachi,airport
2143,Talhar Airport,Talhar,Pakistan,BDN,OPTH,24.84149933,68.83840179,28,5,Asia/Karachi,airport
2144,Wana Airport,Wana,Pakistan,\N,OPWN,32.30469894,69.57039642,4550,5,Asia/Karachi,airport
2145,Zhob Airport,Zhob,Pakistan,PZH,OPZB,31.35840034,69.46360016,4728,5,Asia/Karachi,airport
2146,Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.54910088,47.66210175,11,3,Asia/Baghdad,airport
2147,Aleppo International Airport,Aleppo,Syria,ALP,OSAP,36.18069839,37.22439957,1276,2,Asia/Damascus,airport
2148,Damascus International Airport,Damascus,Syria,DAM,OSDI,33.41149902,36.51559829999999,2020,2,Asia/Damascus,airport
2149,Deir ez-Zor Airport,Deire Zor,Syria,DEZ,OSDZ,35.28540039,40.17599869,700,2,Asia/Damascus,airport
2150,Bassel Al-Assad International Airport,Latakia,Syria,LTK,OSLK,35.40110016,35.94869995,157,2,Asia/Damascus,airport
2151,Palmyra Airport,Palmyra,Syria,PMS,OSPR,34.5574,38.316897999999995,1322,2,Asia/Damascus,airport
2152,Doha International Airport,Doha,Qatar,\N,OTBD,25.26110077,51.56510162,35,3,Asia/Qatar,airport
2153,Canton Island Airport,Canton Island,Kiribati,CIS,PCIS,-2.76812005,-171.71000669999998,9,13,Pacific/Enderbury,airport
2154,Rota International Airport,Rota,Northern Mariana Islands,ROP,PGRO,14.17430019,145.2429962,607,10,Pacific/Saipan,airport
2155,Saipan International Airport,Saipan,Northern Mariana Islands,SPN,PGSN,15.11900043,145.7290039,215,10,Pacific/Saipan,airport
2156,Andersen Air Force Base,Andersen,Guam,UAM,PGUA,13.584000000000001,144.929993,627,10,Pacific/Guam,airport
2157,Antonio B. Won Pat International Airport,Agana,Guam,GUM,PGUM,13.48340034,144.7960052,298,10,Pacific/Guam,airport
2158,Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.99919987,145.6190033,271,10,Pacific/Saipan,airport
2159,Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,PKMJ,7.064760207999999,171.2720032,6,12,Pacific/Majuro,airport
2160,Dyess Army Air Field,Kwajalein,Marshall Islands,\N,PKRO,9.396889687,167.470993,9,12,Pacific/Majuro,airport
2161,Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA,PKWA,8.72012043,167.7319946,9,12,Pacific/Majuro,airport
2162,Cassidy International Airport,Kiritimati,Kiribati,CXI,PLCH,1.98616004,-157.3500061,5,-12,\N,airport
2163,Henderson Field,Midway,Midway Islands,MDY,PMDY,28.20170021,-177.3809967,13,-11,Pacific/Midway,airport
2164,Chuuk International Airport,Chuuk,Micronesia,TKK,PTKK,7.461870192999999,151.8430023,11,10,Pacific/Truk,airport
2165,Pohnpei International Airport,Pohnpei,Micronesia,PNI,PTPN,6.985099792000001,158.2089996,10,11,Pacific/Ponape,airport
2166,Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,7.367650032,134.5440063,176,9,Pacific/Palau,airport
2167,Kosrae International Airport,Kosrae,Micronesia,KSA,PTSA,5.35698,162.957993,11,11,Pacific/Kosrae,airport
2168,Yap International Airport,Yap,Micronesia,YAP,PTYA,9.49891,138.082993,91,10,Pacific/Truk,airport
2169,Kinmen Airport,Kinmen,Taiwan,KNH,RCBS,24.42790031,118.35900120000001,93,8,Asia/Taipei,airport
2170,Pingtung South Airport,Pingtung,Taiwan,\N,RCDC,22.67239952,120.461998,78,8,Asia/Taipei,airport
2171,Longtan Air Base,Longtang,Taiwan,\N,RCDI,24.85510063,121.237999,790,8,Asia/Taipei,airport
2172,Taitung Airport,Fengnin,Taiwan,TTT,RCFN,22.75499916,121.10199740000002,143,8,Asia/Taipei,airport
2173,Lyudao Airport,Green Island,Taiwan,GNI,RCGI,22.673900600000003,121.4660034,28,8,Asia/Taipei,airport
2174,Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,RCKH,22.57710075,120.34999850000001,31,8,Asia/Taipei,airport
2175,Chiayi Airport,Chiayi,Taiwan,CYI,RCKU,23.46179962,120.3929977,85,8,Asia/Taipei,airport
2176,Lanyu Airport,Lanyu,Taiwan,KYD,RCLY,22.02700043,121.5350037,44,8,Asia/Taipei,airport
2177,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,RCMQ,24.26469994,120.6210022,663,8,Asia/Taipei,airport
2178,Tainan Airport,Tainan,Taiwan,TNN,RCNN,22.9503994,120.2060013,63,8,Asia/Taipei,airport
2179,Hsinchu Air Base,Hsinchu,Taiwan,\N,RCPO,24.81800079,120.939003,26,8,Asia/Taipei,airport
2180,Makung Airport,Makung,Taiwan,MZG,RCQC,23.56870079,119.62799840000002,103,8,Asia/Taipei,airport
2181,Chihhang Air Base,Taitung,Taiwan,\N,RCQS,22.79310036,121.1819992,121,8,Asia/Taipei,airport
2182,Pingtung North Airport,Pingtung,Taiwan,PIF,RCSQ,22.70019913,120.4820023,97,8,Asia/Taipei,airport
2183,Taipei Songshan Airport,Taipei,Taiwan,TSA,RCSS,25.06940079,121.552002,18,8,Asia/Taipei,airport
2184,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106,8,Asia/Taipei,airport
2185,Wang-an Airport,Wang An,Taiwan,WOT,RCWA,23.36737251,119.50277709999999,115,8,Asia/Taipei,airport
2186,Hualien Airport,Hualien,Taiwan,HUN,RCYU,24.0230999,121.61799620000001,52,8,Asia/Taipei,airport
2187,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.76470184,140.3860016,141,9,Asia/Tokyo,airport
2188,Matsumoto Airport,Matsumoto,Japan,MMJ,RJAF,36.16680145,137.92300419999998,2182,9,Asia/Tokyo,airport
2189,Hyakuri Airport,Ibaraki,Japan,IBR,RJAH,36.18109894,140.41499330000002,105,9,Asia/Tokyo,airport
2190,Minami Torishima Airport,Minami Tori Shima,Japan,\N,RJAM,24.28969955,153.9790039,22,9,Asia/Tokyo,airport
2191,Iwo Jima Airport,Iwojima,Japan,IWO,RJAW,24.7840004,141.32299799999998,384,9,Asia/Tokyo,airport
2192,Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM,RJBD,33.66220093,135.3639984,298,9,Asia/Tokyo,airport
2193,Kohnan Airport,Kohnan,Japan,\N,RJBK,34.59080124,133.93299869999998,3,9,Asia/Tokyo,airport
2194,Tokachi-Obihiro Airport,Obihiro,Japan,OBO,RJCB,42.73329926,143.21699519999999,505,9,Asia/Tokyo,airport
2195,New Chitose Airport,Sapporo,Japan,CTS,RJCC,42.77519989,141.69200130000002,82,9,Asia/Tokyo,airport
2196,Hakodate Airport,Hakodate,Japan,HKD,RJCH,41.77000046,140.8220062,151,9,Asia/Tokyo,airport
2197,Chitose Air Base,Chitose,Japan,SPK,RJCJ,42.79449844,141.6660004,87,9,Asia/Tokyo,airport
2198,Memanbetsu Airport,Memanbetsu,Japan,MMB,RJCM,43.88059998,144.16400149999998,135,9,Asia/Tokyo,airport
2199,Nakashibetsu Airport,Nakashibetsu,Japan,SHB,RJCN,43.57749939,144.96000669999998,234,9,Asia/Tokyo,airport
2200,Tokachi Airport,Tokachi,Japan,\N,RJCT,42.89049911,143.15800480000001,281,9,Asia/Tokyo,airport
2201,Wakkanai Airport,Wakkanai,Japan,WKJ,RJCW,45.40420151,141.8009949,30,9,Asia/Tokyo,airport
2202,Iki Airport,Iki,Japan,IKI,RJDB,33.74900055,129.7850037,41,9,Asia/Tokyo,airport
2203,Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ,RJDC,33.93000031,131.279007,23,9,Asia/Tokyo,airport
2204,Tsushima Airport,Tsushima,Japan,TSJ,RJDT,34.28490067,129.3309937,213,9,Asia/Tokyo,airport
2205,Monbetsu Airport,Monbetsu,Japan,MBE,RJEB,44.30390167,143.404007,80,9,Asia/Tokyo,airport
2206,Asahikawa Airport,Asahikawa,Japan,AKJ,RJEC,43.67079926,142.4470062,721,9,Asia/Tokyo,airport
2207,Okushiri Airport,Okushiri,Japan,OIR,RJEO,42.07170105,139.43299869999998,161,9,Asia/Tokyo,airport
2208,Rishiri Airport,Rishiri Island,Japan,RIS,RJER,45.24200058,141.1860046,112,9,Asia/Tokyo,airport
2209,Ashiya Airport,Ashiya,Japan,\N,RJFA,33.883098600000004,130.6529999,98,9,Asia/Tokyo,airport
2210,Yakushima Airport,Yakushima,Japan,KUM,RJFC,30.38559914,130.6589966,124,9,Asia/Tokyo,airport
2211,Fukue Airport,Fukue,Japan,FUJ,RJFE,32.66630173,128.8329926,273,9,Asia/Tokyo,airport
2212,Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.58589935,130.451004,32,9,Asia/Tokyo,airport
2213,New Tanegashima Airport,Tanegashima,Japan,TNE,RJFG,30.60510063,130.9909973,768,9,Asia/Tokyo,airport
2214,Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.80340004,130.71899409999997,906,9,Asia/Tokyo,airport
2215,Miyazaki Airport,Miyazaki,Japan,KMI,RJFM,31.87719917,131.4490051,20,9,Asia/Tokyo,airport
2216,Nyutabaru Airport,Nyutabaru,Japan,\N,RJFN,32.08359909,131.451004,259,9,Asia/Tokyo,airport
2217,Oita Airport,Oita,Japan,OIT,RJFO,33.47940063,131.73699950000002,19,9,Asia/Tokyo,airport
2218,Kitakyūshū Airport,Kitakyushu,Japan,KKJ,RJFR,33.84590149,131.0350037,21,9,Asia/Tokyo,airport
2219,Kumamoto Airport,Kumamoto,Japan,KMJ,RJFT,32.83729935,130.8549957,642,9,Asia/Tokyo,airport
2220,Nagasaki Airport,Nagasaki,Japan,NGS,RJFU,32.91690063,129.91400149999998,15,9,Asia/Tokyo,airport
2221,Kanoya Airport,Kanoya,Japan,\N,RJFY,31.36759949,130.8450012,214,9,Asia/Tokyo,airport
2222,Tsuiki Air Field,Tsuiki,Japan,\N,RJFZ,33.68500137,131.0399933,55,9,Asia/Tokyo,airport
2223,Amami Airport,Amami,Japan,ASJ,RJKA,28.43059921,129.7129974,27,9,Asia/Tokyo,airport
2224,Okierabu Airport,Okierabu,Japan,\N,RJKB,27.42550087,128.701004,101,9,Asia/Tokyo,airport
2225,Tokunoshima Airport,Tokunoshima,Japan,TKN,RJKN,27.83639908,128.8809967,17,9,Asia/Tokyo,airport
2226,Fukui Airport,Fukui,Japan,\N,RJNF,36.14279938,136.223999,19,9,Asia/Tokyo,airport
2227,Gifu Airport,Gifu,Japan,\N,RJNG,35.39410019,136.86999509999998,128,9,Asia/Tokyo,airport
2228,Hamamatsu Airport,Hamamatsu,Japan,\N,RJNH,34.75019836,137.7030029,150,9,Asia/Tokyo,airport
2229,Komatsu Airport,Kanazawa,Japan,KMQ,RJNK,36.39459991,136.4069977,36,9,Asia/Tokyo,airport
2230,Oki Airport,Oki Island,Japan,OKI,RJNO,36.18109894,133.3249969,311,9,Asia/Tokyo,airport
2231,Toyama Airport,Toyama,Japan,TOY,RJNT,36.64830017,137.18800349999998,95,9,Asia/Tokyo,airport
2232,Shizuhama Airport,Yaizu,Japan,\N,RJNY,34.81280136,138.29800419999998,23,9,Asia/Tokyo,airport
2233,Hiroshima Airport,Hiroshima,Japan,HIJ,RJOA,34.43610001,132.9190063,1088,9,Asia/Tokyo,airport
2234,Okayama Airport,Okayama,Japan,OKJ,RJOB,34.75690079,133.8549957,806,9,Asia/Tokyo,airport
2235,Izumo Airport,Izumo,Japan,IZO,RJOC,35.41360092,132.8899994,15,9,Asia/Tokyo,airport
2236,Hofu Airport,Hofu,Japan,\N,RJOF,34.03469849,131.548996,7,9,Asia/Tokyo,airport
2237,Miho Yonago Airport,Miho,Japan,YGJ,RJOH,35.49219894,133.23599240000001,20,9,Asia/Tokyo,airport
2239,Kōchi Ryōma Airport,Kochi,Japan,KCZ,RJOK,33.54610062,133.6690063,42,9,Asia/Tokyo,airport
2240,Matsuyama Airport,Matsuyama,Japan,MYJ,RJOM,33.82720184,132.6999969,25,9,Asia/Tokyo,airport
2241,Osaka International Airport,Osaka,Japan,ITM,RJOO,34.78549957,135.43800349999998,50,9,Asia/Tokyo,airport
2242,Tottori Airport,Tottori,Japan,TTJ,RJOR,35.53010178,134.1670074,65,9,Asia/Tokyo,airport
